SPECIES,LATITUDE,LONGITUDE,longlat.uncertainty,Year,Month
Atriplex semibaccata,-35.05,139.116667,10000,1976,3
Atriplex suberecta,-35.05,139.116667,10000,1976,3
Atriplex suberecta,-34.033333,139.666667,10000,1979,3
Atriplex eardleyae,-34.283333,140.6,10000,1910,3
Atriplex limbata,-34.283429,140.602461,10000,1910,3
Atriplex leptocarpa,-34.183333,139.966667,10000,1910,3
Atriplex pumilio,-34.783333,137.85,10000,1907,3
Atriplex suberecta,-34.776111,138.495278,10000,1909,3
Atriplex semibaccata,-34.883333,138.533333,10000,1908,3
Atriplex semibaccata,-34.9,138.5,10000,1909,3
Atriplex suberecta,-34.9,138.5,10000,1981,3
Atriplex velutinella,-26.666667,139.916667,30000,1924,3
Atriplex semibaccata,-32.733333,138.6,10000,1959,3
Atriplex suberecta,-33.566667,140.933333,1000,1958,3
Atriplex acutibractea subsp. karoniensis,-34.615383,139.584419,1000,1981,3
Atriplex semibaccata,-34.945556,138.529722,1000,1981,3
Atriplex prostrata,-37.116667,140.7,10000,1976,3
Atriplex eardleyae,-34.016667,140.833333,10000,1958,3
Atriplex leptocarpa,-34.183333,140.75,10000,1958,3
Atriplex leptocarpa,-34.183333,140.75,10000,1958,3
Atriplex cinerea,-35.654571,137.636674,10000,1926,3
Atriplex semibaccata,-34.9426,138.6336,10000,1936,3
Atriplex semibaccata,-34.9426,138.6336,10000,1943,3
Atriplex semibaccata,-34.948889,138.655556,10000,1924,3
Atriplex stipitata,-34.3,140.183333,1000,1974,3
Atriplex vesicaria,-32.866667,137,10000,1955,3
Atriplex acutibractea subsp. karoniensis,-32.867338,137.003036,30000,1955,3
Atriplex vesicaria,-32.866667,137,10000,1955,3
Atriplex suberecta,-33.566667,140.933333,10000,1955,3
Atriplex eardleyae,-34.015371,140.834399,30000,1958,3
Atriplex pumilio,-34.015371,140.834399,30000,1958,3
Atriplex suberecta,-34.016667,140.833333,1000,1958,3
Atriplex semibaccata,-34.016667,140.833333,10000,1958,3
Atriplex semibaccata,-34.016667,140.833333,10000,1958,3
Atriplex prostrata,-37.565396,140.13445,10000,1980,3
Atriplex prostrata,-35.116667,138.633333,10000,1980,3
Atriplex cinerea,-32.283333,133.583333,1000,1962,3
Atriplex cinerea,-32.283333,133.583333,10000,1962,3
Atriplex paludosa subsp. cordata,-32.282083,133.584448,1000,1962,3
Atriplex australasica,-34.766667,137.6,10000,1977,3
Atriplex eardleyae,-34.016667,140.833333,10000,1958,3
Atriplex leptocarpa,-34.183333,140.75,10000,1958,3
Atriplex vesicaria,-33.25,136.933333,30000,1955,3
Atriplex semibaccata,-34.016667,140.833333,10000,1958,3
Atriplex leptocarpa,-34.016667,140.833333,10000,1958,3
Atriplex eardleyae,-34.016667,140.833333,10000,1958,3
Atriplex suberecta,-34.025278,140.836389,1000,1958,3
Atriplex stipitata,-32.35,138.03,10000,1941,3
Atriplex vesicaria,-32.683333,137.116667,30000,1955,3
Atriplex stipitata,-32.868611,137.001944,1000,1955,3
Atriplex cinerea,-35.533333,138.683333,10000,1898,3
Atriplex angulata,-32.066667,139.383333,10000,1930,3
Atriplex semibaccata,-34.816667,138.583333,10000,1884,3
Atriplex vesicaria,-29.383333,137.066667,10000,1979,3
Atriplex paludosa subsp. cordata,-34.8,138.5,10000,1919,3
Atriplex paludosa subsp. cordata,-34.98206,138.517768,10000,1904,3
Atriplex paludosa subsp. cordata,-34.78,137.85,10000,1907,3
Atriplex semibaccata,-34.166667,139.966667,125000,1910,3
Atriplex stipitata,-34.186111,138.146389,10000,1923,3
Atriplex stipitata,-34.186111,138.146389,10000,1923,3
Atriplex vesicaria,-34.183333,139.083333,10000,1910,3
Atriplex vesicaria,-32.933333,137.983333,10000,1921,3
Atriplex vesicaria,-29.925,134.308333,125000,1919,3
Atriplex prostrata,-34.933333,138.5,10000,1945,3
Atriplex angulata,-32.35,138.033333,10000,1918,3
Atriplex pumilio,-34.783333,137.866667,10000,1907,3
Atriplex leptocarpa,-34.383333,139.621389,1000,1973,3
Atriplex suberecta,-34.383333,139.621389,150,1973,3
Atriplex leptocarpa,-34.383333,139.621389,1000,1973,3
Atriplex stipitata,-34.382048,139.622472,1000,1973,3
Atriplex australasica,-34.7712,137.5953,10000,1974,3
Atriplex australasica,-34.7712,137.5953,10000,1974,3
Atriplex leptocarpa,-34.1,139.883333,125000,1910,3
Atriplex limbata,-34.816667,139.566667,125000,1910,3
Atriplex prostrata,-34.916667,138.583333,10000,1948,3
Atriplex limbata,-32.983333,138.966667,1000,1978,3
Atriplex incrassata,-29.4,136.816667,1000,1984,3
Atriplex holocarpa,-29.45,136.866667,1000,1984,3
Atriplex vesicaria,-34.7,139.416667,1000,1984,3
Atriplex spongiosa,-29.716667,136.716667,10000,1984,3
Atriplex vesicaria,-29.716667,136.716667,1000,1984,3
Atriplex vesicaria,-29.716667,136.716667,1000,1984,3
Atriplex fissivalvis,-29.703158,136.739396,10000,1984,3
Atriplex vesicaria,-29.75,136.733333,1000,1984,3
Atriplex nummularia,-28.75,135.966667,10000,1984,3
Atriplex leptocarpa,-34.7,139.566667,1000,1984,3
Atriplex semibaccata,-34.7,139.416667,1000,1984,3
Atriplex suberecta,-34.866667,138.783333,1000,1984,3
Atriplex lindleyi subsp. lindleyi,-30.407035,138.992716,1000,1981,3
Atriplex prostrata,-34.433333,138.266667,1000,1983,3
Atriplex velutinella,-28.4,138.95,1000,1984,3
Atriplex holocarpa,-27.891667,135.833333,1000,1984,3
Atriplex spongiosa,-27.891667,135.833333,1000,1984,3
Atriplex eichleri,-32.141667,140.733333,1000,1976,3
Atriplex paludosa subsp. cordata,-34.6,138.4,1000,1977,3
Atriplex paludosa subsp. cordata,-34.6,138.4,1000,1977,3
Atriplex angulata,-27.866667,135.116667,1000,1984,3
Atriplex holocarpa,-28.11483,135.133842,10000,1984,3
Atriplex lobativalvis,-29.866667,136.616667,10000,1984,3
Atriplex nummularia,-29.483333,136.866667,1000,1984,3
Atriplex velutinella,-32.066667,139.383333,30000,1930,3
Atriplex velutinella,-30.666667,137.666667,30000,1930,3
Atriplex vesicaria,-34.916667,139.3,10000,1883,3
Atriplex suberecta,-34.883333,138.583333,1000,1983,3
Atriplex holocarpa,-27.15,135.3,1000,1984,3
Atriplex holocarpa,-28.05,135.066667,1000,1983,3
Atriplex vesicaria,-29.866667,136.616667,10000,1984,3
Atriplex vesicaria,-29.866667,136.616667,1000,1984,3
Atriplex fissivalvis,-28.05,135.066667,10000,1983,3
Atriplex limbata,-27.066667,135.25,10000,1984,3
Atriplex vesicaria,-30.321389,139.057222,10000,1981,3
Atriplex vesicaria,-30.408333,138.991667,1000,1981,3
Atriplex suberecta,-32.983333,138.833333,1000,1978,3
Atriplex acutibractea subsp. acutibractea,-30.45,131.833333,1000,1921,3
Atriplex acutibractea subsp. acutibractea,-34.123994,139.298305,10000,1968,3
Atriplex acutibractea subsp. acutibractea,-34.123994,139.298305,1000,1968,3
Atriplex stipitata,-34.5,139.6,10000,1973,3
Atriplex semibaccata,-34.383333,139.621389,1000,1973,3
Atriplex paludosa subsp. cordata,-34.9,138.5,10000,1970,3
Atriplex semibaccata,-33.183333,138.3,10000,1971,3
Atriplex lindleyi subsp. inflata,-32.569,139.536,1000,1968,3
Atriplex acutibractea subsp. acutibractea,-32.110376,138.921622,30000,1972,3
Atriplex eardleyae,-32.6762,138.6127,10000,1972,3
Atriplex holocarpa,-28.775367,138.419651,10000,1972,3
Atriplex velutinella,-27.716667,138.25,1000,1972,3
Atriplex paludosa subsp. paludosa,-34.859004,138.506933,10000,1970,3
Atriplex stipitata,-31.1175,138.9386,150,1999,3
Atriplex stipitata,-30.956667,138.773056,150,1999,3
Atriplex angulata,-30.948333,139.206111,150,1999,3
Atriplex stipitata,-30.951944,139.224167,150,1999,3
Atriplex stipitata,-31.115833,138.644167,150,1999,3
Atriplex paludosa subsp. cordata,-34.494029,135.210293,1000,2003,3
Atriplex paludosa subsp. cordata,-35.053611,138.511667,150,1998,3
Atriplex acutiloba,-33.636788,136.930268,150,2004,3
Atriplex paludosa subsp. paludosa,-35.544,138.87,150,2005,3
Atriplex paludosa subsp. cordata,-35.544,138.87,150,2005,3
Atriplex papillata,-34.447873,140.789683,10000,2006,3
Atriplex prostrata,-34.825833,138.578056,15,2003,3
Atriplex paludosa,-34.829167,138.578333,15,2003,3
Atriplex suberecta,-34.833056,138.579444,15,2003,3
Atriplex semibaccata,-34.825833,138.577222,15,2003,3
Atriplex cinerea,-35.551785,138.619163,10000,1963,3
Atriplex semibaccata,-35.183333,138.5,10000,1963,3
Atriplex suberecta,-35.183333,138.5,10000,1963,3
Atriplex suberecta,-34.933333,138.6,10000,1950,3
Atriplex suberecta,-34.928448,138.599156,30000,1950,3
Atriplex suberecta,-34.928448,138.599156,30000,1950,3
Atriplex suberecta,-34.827059,138.493878,10000,1922,3
Atriplex semibaccata,-34.883333,138.583333,10000,1922,3
Atriplex prostrata,-34.766667,138.583333,10000,1965,3
Atriplex suberecta,-34.764167,138.571111,1000,1965,3
Atriplex prostrata,-34.765392,138.584431,10000,1965,3
Atriplex suberecta,-35.048449,138.517769,10000,1964,3
Atriplex semibaccata,-34.1,138.1,10000,1964,3
Atriplex stipitata,-34.027778,138.079167,10000,1964,3
Atriplex semibaccata,-35.064167,138.508611,10000,1964,3
Atriplex paludosa subsp. cordata,-35.065395,138.509435,10000,1964,3
Atriplex lindleyi subsp. conduplicata,-28.865945,134.878016,10000,2007,3
Atriplex pumilio,-33.037778,136.305556,10000,1959,3
Atriplex stipitata,-32.918333,136.212778,10000,1959,3
Atriplex quadrivalvata var. sessilifolia,-28,134,30000,1956,3
Atriplex angulata,-30.174444,139.562222,15,2006,3
Atriplex angulata,-30.165278,139.605833,15,2006,3
Atriplex vesicaria,-30.202778,139.56,15,2006,3
Atriplex prostrata,-35.526507,138.67305,150,2006,3
Atriplex stipitata,-27.3162,133.3886,150,2010,3
Atriplex suberecta,-33.934444,137.627778,10000,1966,3
Atriplex semibaccata,-33.808333,138.171667,1000,1966,3
Atriplex semibaccata,-33.866667,138,10000,1966,3
Atriplex australasica,-33.679547,139.244968,30000,1921,3
Atriplex semibaccata,-34.016667,137.833333,10000,1966,3
Atriplex suberecta,-34.013611,137.833889,10000,1966,3
Atriplex semibaccata,-35.05,138.516667,10000,1967,3
Atriplex semibaccata,-34.383333,136.1,10000,1967,3
Atriplex limbata,-34.283333,140.6,10000,1967,3
Atriplex semibaccata,-34.583333,138.516667,10000,1967,3
Atriplex prostrata,-35.383333,138.833333,10000,1967,3
Atriplex paludosa subsp. cordata,-35.232075,136.834453,10000,1967,3
Atriplex cinerea,-34.827059,138.493878,10000,1921,3
Atriplex prostrata,-34.754444,139.549167,10000,1964,3
Atriplex stipitata,-34.025556,138.560833,10000,1964,3
Atriplex eardleyae,-33.607055,138.224699,10000,1933,3
Atriplex eardleyae,-34.3682,139.6286,125000,1910,3
Atriplex eardleyae,-32.399001,137.225252,30000,1930,3
Atriplex semibaccata,-34.967222,138.541111,10000,1961,3
Atriplex paludosa subsp. cordata,-34.95,138.53,10000,1961,3
Atriplex prostrata,-35.016667,138.716667,10000,1960,3
Atriplex suberecta,-34.603056,135.900833,150,2013,3
Atriplex semibaccata,-35.116667,139.033333,10000,1956,3
Atriplex vesicaria,-33.384444,137.146944,10000,1970,3
Atriplex eardleyae,-33.933172,137.628876,10000,1968,3
Atriplex vesicaria,-32.128889,133.673889,10000,1969,3
Atriplex pseudocampanulata,-31.783333,138.65,10000,1969,3
Atriplex pumilio,-34.521667,137.851944,10000,1969,3
Atriplex suberecta,-34.930556,138.542222,10000,1970,3
Atriplex semibaccata,-34.85,138.633333,10000,1970,3
Atriplex prostrata,-34.774837,138.496377,10000,1970,3
Atriplex prostrata,-35.578452,138.596386,10000,1969,3
Atriplex suberecta,-35.410115,138.975824,150,2009,3
Atriplex semibaccata,-34.783333,138.478889,15,2009,3
Atriplex acutibractea subsp. acutibractea,-34.057605,139.299972,30000,1968,3
Atriplex acutibractea subsp. acutibractea,-34.0654,139.2186,30000,1968,3
Atriplex paludosa subsp. cordata,-35.515394,138.867771,10000,1966,3
Atriplex pumilio,-34.283429,140.549961,10000,1967,3
Atriplex paludosa subsp. cordata,-35.715407,137.434454,10000,1926,3
Atriplex prostrata,-34.940949,138.508879,10000,1945,3
Atriplex semibaccata,-34.085,138.045833,1000,1968,3
Atriplex semibaccata,-34.073056,138.074444,10000,1968,3
Atriplex acutibractea subsp. acutibractea,-34.0323,139.6686,10000,1967,3
Atriplex eardleyae,-34.126781,138.147484,10000,1967,3
Atriplex leptocarpa,-34.126781,138.147484,10000,1967,3
Atriplex stipitata,-34.284722,140.601389,10000,1967,3
Atriplex cinerea,-33.899839,137.629153,1000,1967,3
Atriplex acutibractea subsp. karoniensis,-33.933172,137.628876,10000,1967,3
Atriplex suberecta,-33.934444,137.627778,10000,1967,3
Atriplex paludosa subsp. cordata,-33.932061,137.634431,10000,1967,3
Atriplex semibaccata,-34.99,138.550278,10000,1962,3
Atriplex eardleyae,-34.25,140.466667,10000,1976,3
Atriplex prostrata,-34.483333,139,10000,1962,3
Atriplex prostrata,-34.872336,138.674987,10000,1952,3
Atriplex prostrata,-34.916667,139.3,10000,1962,3
Atriplex paludosa subsp. cordata,-31.98209,132.434453,10000,1931,3
Atriplex paludosa subsp. cordata,-34.5,137.5,1000,1954,3
Atriplex semibaccata,-34.45,140.566667,10000,1984,3
Atriplex semibaccata,-34.383333,136.1,10000,1967,3
Atriplex holocarpa,-29.4,136.5,1000,1983,3
Atriplex stipitata,-34.7,139.5,1000,1987,3
Atriplex prostrata,-36.9,140.3,1000,1991,3
Atriplex prostrata,-36.9,140.25,1000,1991,3
Atriplex suberecta,-34.95,139.316667,1000,1990,3
Atriplex semibaccata,-34.95,139.316667,1000,1990,3
Atriplex prostrata,-34.95,139.316667,1000,1990,3
Atriplex paludosa subsp. cordata,-35.33,138.45,1000,1991,3
Atriplex eardleyae,-27.215278,140.081944,150,1987,3
Atriplex suberecta,-33.983333,139.083333,1000,1987,3
Atriplex paludosa subsp. paludosa,-34.732058,138.534431,1000,1987,3
Atriplex paludosa subsp. paludosa,-34.73,138.55,10000,1987,3
Atriplex suberecta,-34.85,138.683333,1000,1979,3
Atriplex prostrata,-34.782614,138.611931,10000,1979,3
Atriplex paludosa subsp. cordata,-34.73,138.55,10000,1979,3
Atriplex paludosa subsp. cordata,-35.332055,139.38443,10000,1977,3
Atriplex angulata,-32.064,139.383,10000,1930,3
Atriplex velutinella,-32.065,139.382222,30000,1930,3
Atriplex semibaccata,-35.116667,139.266667,10000,1926,3
Atriplex semibaccata,-34.183333,138.15,10000,1923,3
Atriplex vesicaria,-30.183333,135.666667,30000,1910,3
Atriplex paludosa subsp. cordata,-34.57,138.35,1000,1977,3
Atriplex paludosa subsp. cordata,-34.57,138.35,1000,1977,3
Atriplex angulata,-27.75,140.783333,1000,1976,3
Atriplex angulata,-32.283333,140.75,10000,1976,3
Atriplex australasica,-35.533333,138.9,10000,1989,3
Atriplex prostrata,-37.2,139.8,1000,1988,3
Atriplex prostrata,-37.2,139.783333,1000,1988,3
Atriplex semibaccata,-35.05,138.516667,1000,1964,3
Atriplex prostrata,-35.7,139.333333,1000,1959,3
Atriplex lindleyi subsp. lindleyi,-32.902608,138.050249,10000,1921,3
Atriplex lindleyi subsp. lindleyi,-32.902608,138.050249,10000,1921,3
Atriplex intermedia,-32.1,141,10000,1997,3
Atriplex lindleyi subsp. conduplicata,-32,140,10000,1997,3
Atriplex vesicaria,-28.416389,136.152222,150,1996,3
Atriplex vesicaria,-28.461944,136.099167,150,1996,3
Atriplex angulata,-28.817778,136.736111,150,1996,3
Atriplex vesicaria,-28.792778,136.767778,150,1996,3
Atriplex vesicaria,-28.769,136.835,150,1996,3
Atriplex vesicaria,-28.4636,136.0975,150,1996,3
Atriplex holocarpa,-28.817778,136.736111,150,1996,3
Atriplex vesicaria,-28.817778,136.736111,150,1996,3
Atriplex spongiosa,-28.435,136.129,150,1996,3
Atriplex incrassata,-28.444444,136.125833,150,1996,3
Atriplex angulata,-28.47,136.09,150,1996,3
Atriplex incrassata,-28.769,136.835,150,1996,3
Atriplex lindleyi subsp. quadripartita,-28.817778,136.736111,150,1996,3
Atriplex holocarpa,-28.05,136.05,150,1996,3
Atriplex nummularia subsp. nummularia,-28.05,136.05,150,1996,3
Atriplex lobativalvis,-27.474167,133.330556,15,1996,3
Atriplex holocarpa,-27.474167,133.330556,15,1996,3
Atriplex suberecta,-32.983333,138.966667,1000,1978,3
Atriplex lindleyi subsp. lindleyi,-29.465376,137.334389,30000,1995,3
Atriplex spongiosa,-26.689444,139.815833,150,1995,3
Atriplex angulata,-26.655833,140.645833,15,1995,3
Atriplex spongiosa,-26.083611,140.955833,15,1995,3
Atriplex vesicaria,-32.732058,137.167756,1000,1997,3
Atriplex holocarpa,-32.632056,137.434418,1000,1997,3
Atriplex vesicaria,-32.58204,139.584397,1000,1997,3
Atriplex eichleri,-31.748333,138.5175,150,1997,3
Atriplex angulata,-32,140,10000,1997,3
Atriplex lindleyi subsp. lindleyi,-32.7,137.9,1000,1998,3
Atriplex stipitata,-32.7,137.9,1000,1998,3
Atriplex holocarpa,-32.7,137.9,1000,1998,3
Atriplex semibaccata,-34.941111,138.622778,150,1992,3
Atriplex australasica,-34.661667,138.464167,150,1993,3
Atriplex fissivalvis,-28.465,136.468,150,1996,3
Atriplex quinii,-28.129444,135.969444,150,1996,3
Atriplex obconica,-28.061389,136.047222,150,1996,3
Atriplex intermedia,-28.025278,136.055278,150,1996,3
Atriplex vesicaria,-28.1361,136.0025,150,1996,3
Atriplex nummularia subsp. omissa,-28.143611,136.010278,150,1996,3
Atriplex obconica,-28.424722,136.149722,150,1996,3
Atriplex vesicaria,-28.461944,136.099167,150,1996,3
Atriplex velutinella,-28.145278,136.028056,150,1996,3
Atriplex holocarpa,-28.145278,136.028056,150,1996,3
Atriplex eichleri,-32.432036,139.967726,10000,1997,3
Atriplex limbata,-32.5,137.8,1000,1997,3
Atriplex australasica,-35.597341,138.587775,150,1999,3
Atriplex stipitata,-34.766667,139.216667,1000,1992,3
Atriplex lindleyi subsp. lindleyi,-34.33204,140.584406,10000,1993,3
Atriplex stipitata,-34.433333,140.566667,10000,1993,3
Atriplex pumilio,-34.333333,140.583333,1000,1993,3
Atriplex limbata,-34.4,140.6,10000,1993,3
Atriplex vesicaria,-35.353611,138.436389,150,1996,3
Atriplex stipitata,-34.192618,137.712767,150,1996,3
Atriplex paludosa subsp. cordata,-35.352063,138.437495,150,1996,3
Atriplex vesicaria,-35.353611,138.436389,150,1996,3
Atriplex leptocarpa,-33.633333,138.983333,10000,1995,3
Atriplex semibaccata,-36.380833,140.851667,150,1994,3
Atriplex limbata,-32.086751,140.919101,30000,1972,3
Atriplex vesicaria,-32.086751,140.919101,30000,1972,3
Atriplex spongiosa,-29.7,136.8,1000,1984,3
Atriplex stipitata,-32.795833,138.395278,10000,1959,3
Atriplex nummularia,-35.1551,139.3136,10000,1992,3
Atriplex elachophylla,-27.012222,132.516389,15,1993,3
Atriplex elachophylla,-27.0281,132.5925,150,1993,3
Atriplex eardleyae,-32.833333,137.983333,1000,1992,3
Atriplex vesicaria,-32.8,137.916667,1000,1993,3
Atriplex eardleyae,-34.7,139.491667,1000,1976,3
Atriplex suberecta,-32.807778,139.815556,150,1993,3
Atriplex stipitata,-33.303889,140.912222,150,1993,3
Atriplex stipitata,-33.430278,140.713611,150,1993,3
Atriplex suberecta,-34.35,139.616667,1000,1979,3
Atriplex nummularia,-28.47,136.09,150,1996,3
Atriplex vesicaria,-28.9253,136.7875,150,1996,3
Atriplex lindleyi,-28.05,136.05,150,1996,3
Atriplex velutinella,-27.595556,132.870278,15,1996,3
Atriplex vesicaria,-27.483889,133.293333,150,1996,3
Atriplex velutinella,-27.625,132.912,15,1996,3
Atriplex holocarpa,-27.625,132.912,15,1996,3
Atriplex stipitata,-27.3025,133.6217,150,1995,3
Atriplex elachophylla,-27.3025,133.6217,150,1995,3
Atriplex limbata,-27.1625,131.1128,15,1995,3
Atriplex limbata,-27.1625,131.1156,150,1995,3
Atriplex semibaccata,-32.502887,137.769692,150,1997,3
Atriplex pumilio,-32.5,137.8,1000,1997,3
Atriplex semibaccata,-32.5,137.8,1000,1997,3
Atriplex semibaccata,-34.65,138.65,10000,1986,3
Atriplex paludosa subsp. cordata,-36.3,139.7,1000,1991,3
Atriplex paludosa subsp. cordata,-36.3,139.7,1000,1991,3
Atriplex limbata,-34.583333,139.6,10000,1927,3
Atriplex eardleyae,-32.867338,137.003036,30000,1955,3
Atriplex semibaccata,-35.15,139.116667,1000,1996,3
Atriplex eardleyae,-29.015,134.755,15,2000,5
Atriplex stipitata,-32.928333,137.949722,150,2000,5
Atriplex fissivalvis,-28.082046,135.93439,1000,1998,5
Atriplex holocarpa,-28.082046,135.93439,1000,1998,5
Atriplex vesicaria,-27.028333,131.926944,150,2000,5
Atriplex prostrata,-34.828333,138.492778,10000,1945,5
Atriplex australasica,-34.827059,138.493878,10000,1945,5
Atriplex prostrata,-34.774837,138.496377,10000,1944,5
Atriplex australasica,-35.579722,138.595278,10000,1939,5
Atriplex lindleyi subsp. conduplicata,-28.165384,135.334395,30000,1891,5
Atriplex stipitata,-32.065,139.382222,30000,1972,5
Atriplex vesicaria,-32.066667,139.383333,30000,1972,5
Atriplex lindleyi subsp. conduplicata,-28.015392,134.067738,30000,1951,5
Atriplex vesicaria,-31.80538,138.26218,10000,1915,5
Atriplex elachophylla,-26.29,132.130833,10000,1963,5
Atriplex paludosa subsp. cordata,-34.8,138.5,10000,1911,5
Atriplex angulata,-32.05,139.55,10000,1936,5
Atriplex prostrata,-35.6,139.133333,10000,1956,5
Atriplex prostrata,-35.6,139.133333,10000,1956,5
Atriplex vesicaria,-33.888992,139.427747,10000,1923,5
Atriplex vesicaria,-33.888992,139.427747,30000,1923,5
Atriplex vesicaria,-33.888992,139.427747,10000,1923,5
Atriplex vesicaria,-33.888992,139.427747,10000,1923,5
Atriplex vesicaria,-33.888992,139.427747,30000,1923,5
Atriplex vesicaria,-33.888992,139.427747,30000,1923,5
Atriplex vesicaria,-33.888992,139.427747,10000,1923,5
