SPECIES,LATITUDE,LONGITUDE,longlat.uncertainty,Year,Month
Atriplex holocarpa,-33.679271,139.195524,10000,1963,8
Atriplex vesicaria,-33.679271,139.195524,10000,1963,8
Atriplex holocarpa,-30.116667,140.133333,10000,1968,8
Atriplex holocarpa,-32.064,139.383,10000,1945,8
Atriplex vesicaria,-32.116667,137.15,10000,1952,8
Atriplex vesicaria,-32.828333,137.437778,10000,1969,8
Atriplex eardleyae,-33.852603,139.420801,10000,1961,8
Atriplex angulata,-32.066667,139.383333,10000,1944,8
Atriplex angulata,-30.181759,138.711883,30000,1899,8
Atriplex vesicaria,-28.833333,134.366667,30000,1954,8
Atriplex vesicaria,-28.833333,134.366667,30000,1954,8
Atriplex kochiana,-30.2,138.566667,1000,1897,8
Atriplex kochiana,-30.20176,138.574384,10000,1897,8
Atriplex kochiana,-30.2,138.566667,1000,1899,8
Atriplex macropterocarpa,-31.666667,137.033333,30000,1968,8
Atriplex limbata,-26.400355,139.46518,30000,1975,8
Atriplex limbata,-26.400355,139.46518,30000,1975,8
Atriplex velutinella,-26.416667,139.55,10000,1975,8
Atriplex holocarpa,-26.42,139.55,10000,1975,8
Atriplex limbata,-26.116667,138.933333,30000,1975,8
Atriplex velutinella,-26.416667,139.55,1000,1975,8
Atriplex velutinella,-27.15,140.133333,1000,1975,8
Atriplex leptocarpa,-27.133333,140.133333,10000,1975,8
Atriplex holocarpa,-27.133333,140.133333,10000,1975,8
Atriplex velutinella,-27.133333,140.133333,1000,1975,8
Atriplex nummularia,-26.85,139.516667,10000,1975,8
Atriplex nummularia,-26.85,139.516667,1000,1975,8
Atriplex angulata,-26.85,139.516667,10000,1975,8
Atriplex suberecta,-27.166667,140.133333,1000,1975,8
Atriplex paludosa subsp. cordata,-34.682059,138.434431,1000,1975,8
Atriplex spongiosa,-26.766667,140.983333,1000,1975,8
Atriplex holocarpa,-26.766667,140.983333,1000,1975,8
Atriplex spongiosa,-26.716667,139.5,1000,1975,8
Atriplex velutinella,-26.75,139.4,10000,1975,8
Atriplex angulata,-26.75,139.4,10000,1975,8
Atriplex lobativalvis,-26.683333,139.5,1000,1975,8
Atriplex angulata,-26.85,139.516667,10000,1975,8
Atriplex holocarpa,-26.683333,139.5,1000,1975,8
Atriplex angulata,-26.85,139.516667,10000,1975,8
Atriplex leptocarpa,-26.75,139.4,1000,1975,8
Atriplex pseudocampanulata,-26.75,139.4,1000,1975,8
Atriplex spongiosa,-27.2,138.783333,1000,1975,8
Atriplex nummularia,-28.017778,138.660833,1000,1975,8
Atriplex vesicaria,-27.365361,138.734359,10000,1975,8
Atriplex velutinella,-26.766667,140.983333,10000,1975,8
Atriplex nummularia,-26.416667,139.55,10000,1975,8
Atriplex velutinella,-26.516667,139.316667,1000,1975,8
Atriplex velutinella,-27.183333,140.15,10000,1975,8
Atriplex nummularia,-26.416667,139.55,30000,1975,8
Atriplex holocarpa,-27.366667,140.666667,10000,1975,8
Atriplex fissivalvis,-26.685355,139.505458,1000,1975,8
Atriplex spongiosa,-26.416667,139.55,10000,1975,8
Atriplex leptocarpa,-26.683333,139.516667,10000,1975,8
Atriplex velutinella,-30.455556,131.837778,10000,1921,8
Atriplex velutinella,-30.826389,138.379167,10000,1920,8
Atriplex velutinella,-30.825097,138.380226,10000,1920,8
Atriplex velutinella,-30.826389,138.379167,10000,1920,8
Atriplex vesicaria,-27.933333,134.733333,30000,1914,8
Atriplex vesicaria,-32.15,133.65,10000,1928,8
Atriplex vesicaria,-31.133333,138.4,10000,1920,8
Atriplex vesicaria,-27.933333,134.733333,30000,1914,8
Atriplex vesicaria,-30.483333,138.416667,10000,1918,8
Atriplex vesicaria,-30.160556,131.577222,10000,1960,8
Atriplex vesicaria,-30.166667,131.583333,10000,1960,8
Atriplex lindleyi subsp. inflata,-32.065373,139.384394,10000,1956,8
Atriplex holocarpa,-32.064,139.383,10000,1956,8
Atriplex vesicaria,-32.066667,139.383333,30000,1956,8
Atriplex vesicaria,-32.066667,139.383333,30000,1956,8
Atriplex acutibractea subsp. acutibractea,-32.73,137.15,10000,1932,8
Atriplex angulata,-29.483333,137.083333,10000,1933,8
Atriplex angulata,-30.81204,138.411891,10000,1920,8
Atriplex quinii,-27.55,135.095278,10000,1933,8
Atriplex nummularia,-27.863889,135.753889,10000,1967,8
Atriplex vesicaria,-29.516667,136.783333,10000,1968,8
Atriplex spongiosa,-29.096389,136.35,10000,1968,8
Atriplex vesicaria,-30.474,138.4,1000,1968,8
Atriplex obconica,-27.690104,135.446614,10000,1973,8
Atriplex vesicaria,-27.933333,138.683333,10000,1975,8
Atriplex vesicaria,-27.933333,138.683333,10000,1975,8
Atriplex nummularia,-26.462222,135.521667,10000,1913,8
Atriplex incrassata,-27.392778,135.273056,10000,1933,8
Atriplex leptocarpa,-27.833333,138.133333,1000,1975,8
Atriplex acutibractea subsp. karoniensis,-31.261539,131.279177,1000,1974,8
Atriplex limbata,-31.133333,138.4,10000,1920,8
Atriplex velutinella,-29.4,129.316667,1000,1979,8
Atriplex fissivalvis,-30.484722,137.165833,10000,1983,8
Atriplex vesicaria,-32.6,137.6,1000,1974,8
Atriplex holocarpa,-29.891667,131.616667,1000,1977,8
Atriplex cryptocarpa,-30.5,131.625,1000,1977,8
Atriplex acutibractea,-29.891667,131.616667,1000,1977,8
Atriplex pumilio,-30.158333,131.575,1000,1977,8
Atriplex semibaccata,-36.83206,139.867777,1000,1984,8
Atriplex quinii,-28.8,134.583333,1000,1984,8
Atriplex vesicaria,-28.8,134.583333,1000,1984,8
Atriplex vesicaria,-28.8,134.583333,1000,1984,8
Atriplex vesicaria,-27.957891,134.201903,1000,1984,8
Atriplex spongiosa,-31.183333,136.333333,1000,1984,8
Atriplex velutinella,-31.183333,136.333333,1000,1984,8
Atriplex vesicaria,-31.183333,136.333333,1000,1984,8
Atriplex vesicaria,-26.57,133.25,1000,1984,8
Atriplex velutinella,-31.135833,136.384722,30000,1982,8
Atriplex vesicaria,-29.166667,136.55,1000,1984,8
Atriplex pseudocampanulata,-29.533333,137.283333,1000,1984,8
Atriplex vesicaria,-32.066667,139.383333,30000,1928,8
Atriplex vesicaria,-32.116667,137.15,10000,1942,8
Atriplex vesicaria,-31.016667,137.05,10000,1927,8
Atriplex vesicaria,-28.25,137.833333,1000,1939,8
Atriplex cinerea,-35.75,137.766667,1000,1985,8
Atriplex paludosa subsp. cordata,-35.533333,138.183333,10000,1985,8
Atriplex lindleyi subsp. inflata,-31.9,140.4,1000,1978,8
Atriplex angulata,-31.883333,140.333333,1000,1978,8
Atriplex cordifolia,-28.27898,137.815209,30000,1939,8
Atriplex cordifolia,-28.27898,137.815209,10000,1939,8
Atriplex acutibractea subsp. acutibractea,-30.45,131.833333,1000,1922,8
Atriplex velutinella,-31.233333,135.9,10000,1971,8
Atriplex velutinella,-31.233333,135.9,10000,1971,8
Atriplex vesicaria,-31.2,136.233333,30000,1971,8
Atriplex vesicaria,-31.133333,136.05,30000,1971,8
Atriplex limbata,-30.788996,136.892739,30000,1971,8
Atriplex incrassata,-29.6712,136.2022,30000,1971,8
Atriplex angulata,-29.953443,135.985516,30000,1971,8
Atriplex spongiosa,-29.948889,135.988611,1000,1971,8
Atriplex cordifolia,-30.14,140.91,10000,1971,8
Atriplex limbata,-30.14,140.911944,10000,1971,8
Atriplex vesicaria,-32.26,138.033056,1000,1973,8
Atriplex intermedia,-32.137028,140.961602,10000,1971,8
Atriplex cinerea,-35.79096,137.783896,10000,1971,8
Atriplex angulata,-32.789274,138.217469,10000,1971,8
Atriplex eichleri,-32.100651,139.299951,10000,1971,8
Atriplex turbinata,-28.75,134.92,10000,2001,8
Atriplex quinii,-28.83,134.75,10000,2001,8
Atriplex quinii,-27.965385,135.167729,10000,2001,8
Atriplex lindleyi subsp. conduplicata,-27.915385,135.167729,10000,2001,8
Atriplex nessorhina,-31.25,136.33,10000,2001,8
Atriplex angulata,-28.8,134.8,1000,2001,8
Atriplex lindleyi subsp. lindleyi,-27.915385,135.167729,1000,2001,8
Atriplex fissivalvis,-28.8,134.9,1000,2001,8
Atriplex spongiosa,-28.106777,134.726623,10000,2001,8
Atriplex holocarpa,-28.482048,135.917727,10000,2001,8
Atriplex angulata,-29.747778,136.4575,150,2000,8
Atriplex vesicaria,-29.783889,136.372222,150,2000,8
Atriplex vesicaria,-29.783889,136.372222,150,2000,8
Atriplex cryptocarpa,-31.170833,134.9875,150,2000,8
Atriplex nessorhina,-30.714167,135.008611,150,2000,8
Atriplex lindleyi subsp. lindleyi,-31.196389,137.046667,150,2001,8
Atriplex lindleyi subsp. conduplicata,-30.824167,137.143333,150,2001,8
Atriplex lindleyi subsp. conduplicata,-29.62,137.95,10000,1988,8
Atriplex nummularia,-31.232044,138.167731,1000,1988,8
Atriplex nummularia,-30.232038,138.467719,1000,1988,8
Atriplex incrassata,-29.62,137.95,1000,1988,8
Atriplex quadrivalvata var. quadrivalvata,-29.02,134.75,1000,2005,8
Atriplex vesicaria,-29.020114,134.761907,10000,2005,8
Atriplex vesicaria,-29.02,134.75,1000,2005,8
Atriplex vesicaria,-29.02,134.75,1000,2005,8
Atriplex quadrivalvata,-29.020114,134.761907,10000,2005,8
Atriplex quinii,-29.020114,134.761907,10000,2005,8
Atriplex vesicaria,-29.02,134.75,1000,2005,8
Atriplex holocarpa,-27.5312,135.4466,10000,1963,8
Atriplex holocarpa,-27.5312,135.4466,10000,1963,8
Atriplex fissivalvis,-26.45954,136.134099,30000,1963,8
Atriplex nummularia,-26.466389,135.975556,10000,1963,8
Atriplex vesicaria,-27.235,135.449722,10000,1963,8
Atriplex holocarpa,-27.487603,135.446612,10000,1963,8
Atriplex vesicaria,-27.271111,135.445556,10000,1963,8
Atriplex vesicaria,-27.271111,135.445556,10000,1963,8
Atriplex angulata,-27.487603,135.446612,10000,1963,8
Atriplex vesicaria,-28.16955,135.446617,30000,1963,8
Atriplex spongiosa,-27.933333,134.733333,30000,1963,8
Atriplex quinii,-26.938056,135.252778,1000,1963,8
Atriplex incrassata,-29.376504,134.745521,30000,1963,8
Atriplex angulata,-29.376504,134.745521,30000,1963,8
Atriplex angulata,-29.376504,134.745521,30000,1963,8
Atriplex nummularia,-26.319722,131.744722,10000,1962,8
Atriplex holocarpa,-26.318455,131.681353,10000,1962,8
Atriplex vesicaria,-26.319722,131.680278,10000,1962,8
Atriplex vesicaria,-26.546493,134.745499,30000,1962,8
Atriplex leptocarpa,-29.283333,138.45,30000,1960,8
Atriplex nummularia,-26.319722,131.680278,10000,1962,8
Atriplex acutiloba,-30.990374,138.577725,10000,1920,8
Atriplex limbata,-26.999722,133.033889,10000,1962,8
Atriplex vesicaria,-29.561389,135.085278,10000,1962,8
Atriplex holocarpa,-28.836492,136.349948,10000,1963,8
Atriplex fissivalvis,-29.594821,137.379946,10000,1963,8
Atriplex limbata,-26.45954,136.135487,10000,1963,8
Atriplex spongiosa,-26.466389,135.908333,10000,1963,8
Atriplex nummularia,-26.45954,136.135487,30000,1963,8
Atriplex vesicaria,-26.466389,136.2775,10000,1963,8
Atriplex limbata,-26.457594,136.484929,10000,1963,8
Atriplex holocarpa,-29.710115,135.062189,10000,1963,8
Atriplex quadrivalvata var. quadrivalvata,-28,134,1000,1962,8
Atriplex angulata,-27.544,134.738,30000,1963,8
Atriplex nummularia,-29.310656,136.792171,10000,1963,8
Atriplex obconica,-29.310656,136.792171,10000,1963,8
Atriplex holocarpa,-29.310656,136.792171,10000,1963,8
Atriplex vesicaria,-31.748333,138.416389,10000,1963,8
Atriplex acutiloba,-31.753989,138.4244,10000,1963,8
Atriplex holocarpa,-31.753989,138.4244,10000,1963,8
Atriplex holocarpa,-31.753989,138.4244,10000,1963,8
Atriplex limbata,-30.231389,138.451111,10000,1963,8
Atriplex cordifolia,-29.5601,139.4485,1000,1963,8
Atriplex nummularia,-29.583333,139.05,1000,1963,8
Atriplex angulata,-29.58731,139.049652,30000,1963,8
Atriplex spongiosa,-29.583333,139.05,1000,1963,8
Atriplex holocarpa,-29.58731,139.049652,10000,1963,8
Atriplex lindleyi subsp. quadripartita,-29.58,139.05,1000,1963,8
Atriplex lindleyi subsp. lindleyi,-29.58731,139.049652,10000,1963,8
Atriplex vesicaria,-29.687222,139.728889,10000,1963,8
Atriplex nummularia,-30.140643,139.267155,30000,1953,8
Atriplex leptocarpa,-34.283333,140.416667,10000,1937,8
Atriplex acutibractea subsp. acutibractea,-33.909569,136.56944,10000,1935,8
Atriplex leptocarpa,-34.283333,140.416667,10000,1937,8
Atriplex vesicaria,-26.660833,135.211944,10000,1931,8
Atriplex quinii,-26.133333,134.85,30000,1931,8
Atriplex spongiosa,-26.13,134.85,10000,1931,8
Atriplex vesicaria,-32.5,137.766667,10000,1935,8
Atriplex velutinella,-29.513889,137.526667,30000,1931,8
Atriplex quinii,-26.133333,134.85,30000,1931,8
Atriplex vesicaria,-26.666667,135.216667,10000,1932,8
Atriplex vesicaria,-26.133333,134.85,30000,1931,8
Atriplex lindleyi subsp. quadripartita,-32.073973,140.909378,10000,1964,8
Atriplex holocarpa,-32.073973,140.909378,10000,1964,8
Atriplex lindleyi subsp. conduplicata,-32.082028,140.947989,10000,1964,8
Atriplex vesicaria,-28.935676,133.663026,10000,1956,8
Atriplex vesicaria,-28.637629,132.199146,30000,1956,8
Atriplex cinerea,-34.488473,135.209737,150,1999,8
Atriplex quadrivalvata var. sessilifolia,-28.2,134.5,30000,1953,8
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1954,8
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1954,8
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1954,8
Atriplex quadrivalvata var. quadrivalvata,-28.203445,134.484402,30000,1954,8
Atriplex angulata,-32.064,139.383,10000,1956,8
Atriplex holocarpa,-32.064,139.383,30000,1956,8
Atriplex angulata,-32.064,139.383,10000,1956,8
Atriplex eichleri,-32.066667,139.383333,10000,1956,8
Atriplex acutibractea subsp. acutibractea,-33.6223,136.9436,150,2007,8
Atriplex vesicaria,-31.629444,132.063056,15,2005,8
Atriplex stipitata,-31.835833,132.258056,15,2005,8
Atriplex vesicaria,-30.957778,132.279444,15,2005,8
Atriplex vesicaria,-30.8775,132.203611,15,2005,8
Atriplex stipitata,-31.916944,132.338611,15,2005,8
Atriplex vesicaria,-30.583333,138.666667,10000,1965,8
Atriplex vesicaria,-32.066667,139.383333,30000,1966,8
Atriplex eardleyae,-29.647872,138.064662,10000,1931,8
Atriplex eardleyae,-29.647872,138.064662,10000,1931,8
Atriplex eichleri,-29.647872,138.064662,10000,1931,8
Atriplex elachophylla,-26.286493,134.72272,10000,1931,8
Atriplex fissivalvis,-26.286493,134.72272,10000,1931,8
Atriplex incrassata,-26.286493,134.72272,1000,1931,8
Atriplex incrassata,-26.286493,134.72272,1000,1931,8
Atriplex nummularia,-26.666667,135.216667,10000,1932,8
Atriplex fissivalvis,-29.647872,138.064662,10000,1931,8
Atriplex angulata,-29.712318,137.901331,30000,1931,8
Atriplex fissivalvis,-26.659546,135.212996,10000,1931,8
Atriplex fissivalvis,-29.647872,138.064662,10000,1931,8
Atriplex lindleyi subsp. conduplicata,-29.7,137.9,30000,1931,8
Atriplex obconica,-29.583333,137.566667,10000,1931,8
Atriplex leptocarpa,-29.65,138.066667,10000,1931,8
Atriplex limbata,-28.916667,136.35,10000,1931,8
Atriplex cinerea,-34.915671,138.499711,10000,1919,8
Atriplex angulata,-29.712318,137.901331,30000,1931,8
Atriplex vesicaria,-27.416667,133.4,30000,1953,8
Atriplex nummularia,-29.233333,136.65,10000,1936,8
Atriplex angulata,-31.708989,138.4244,30000,1963,8
Atriplex lindleyi subsp. inflata,-32.815384,138.384411,10000,1963,8
Atriplex acutibractea subsp. acutibractea,-33.941504,137.937484,30000,1966,8
Atriplex acutibractea subsp. karoniensis,-33.864281,138.00776,1000,1966,8
Atriplex holocarpa,-31.408432,138.412453,10000,1961,8
Atriplex nummularia,-29.233333,136.65,10000,1942,8
Atriplex lindleyi subsp. conduplicata,-28.215382,135.684393,30000,1961,8
Atriplex vesicaria,-30.160556,131.577222,10000,1960,8
Atriplex paludosa subsp. cordata,-33.649859,134.888897,10000,1925,8
Atriplex semibaccata,-33.854722,136.226111,150,2013,8
Atriplex vesicaria,-27.165556,133.464722,10000,1957,8
Atriplex vesicaria,-29.799167,135.225,10000,1957,8
Atriplex lindleyi subsp. inflata,-34.023982,140.837455,10000,1970,8
Atriplex velutinella,-31.259,135.2386,30000,1969,8
Atriplex limbata,-32.393333,137.766667,10000,1969,8
Atriplex angulata,-28.202319,136.799106,10000,1969,8
Atriplex acutiloba,-28.133333,136.85,10000,1969,8
Atriplex spongiosa,-28.3,136.483333,1000,1969,8
Atriplex angulata,-32.499553,137.744692,10000,1968,8
Atriplex incrassata,-28.203152,136.799106,10000,1969,8
Atriplex vesicaria,-32.666667,137,10000,1969,8
Atriplex eardleyae,-32.376508,136.294426,30000,1968,8
Atriplex vesicaria,-32.726111,137.401944,30000,1969,8
Atriplex cinerea,-34.9012,138.4936,10000,1966,8
Atriplex vesicaria,-31.9594,140.4625,15,2008,8
Atriplex intermedia,-32.029167,140.514722,15,2008,8
Atriplex velutinella,-31.996944,140.549167,15,2008,8
Atriplex vesicaria,-32.029167,140.514722,15,2008,8
Atriplex vesicaria subsp. macrocystidia,-32.004722,140.525278,15,2008,8
Atriplex fissivalvis,-26.087849,140.41489,150,2008,8
Atriplex angulata,-28.561757,138.121319,1000,1980,8
Atriplex holocarpa,-28.561757,138.121319,150,1980,8
Atriplex angulata,-28.561757,138.121319,150,1980,8
Atriplex spongiosa,-28.561757,138.121319,150,1980,8
Atriplex paludosa subsp. cordata,-34.495278,138.293611,15,2005,8
Atriplex angulata,-27.755833,140.898889,15,2008,8
Atriplex spongiosa,-26.413889,140.490556,10000,1960,8
Atriplex paludosa subsp. cordata,-32.165417,133.417782,10000,1928,8
Atriplex nummularia,-28.665,140.166389,10000,1968,8
Atriplex velutinella,-28.665,140.166389,10000,1968,8
Atriplex elachophylla,-26.13,134.85,1000,1931,8
Atriplex fissivalvis,-28.203445,134.484402,1000,1952,8
Atriplex fissivalvis,-27.719826,135.446614,10000,1955,8
Atriplex eardleyae,-28.203445,134.484402,30000,1955,8
Atriplex velutinella,-27.546944,135.445556,10000,1955,8
Atriplex velutinella,-27.546944,135.445556,10000,1955,8
Atriplex quinii,-28.204722,134.483333,30000,1951,8
Atriplex quinii,-28.243611,134.988889,30000,1951,8
Atriplex incrassata,-28.203445,134.484402,30000,1955,8
Atriplex nummularia,-28.2,134.483333,30000,1953,8
Atriplex nummularia,-29.9,138.216667,10000,1954,8
Atriplex nummularia,-28.2,134.483333,30000,1955,8
Atriplex quinii,-28.204722,134.483333,30000,1953,8
Atriplex quinii,-28.204722,134.483333,30000,1951,8
Atriplex limbata,-27.55,135.45,10000,1955,8
Atriplex angulata,-28.203445,134.484402,30000,1953,8
Atriplex limbata,-27.55,135.45,10000,1955,8
Atriplex angulata,-28.203445,134.484402,30000,1953,8
Atriplex angulata,-27.744,135.262,10000,1955,8
Atriplex vesicaria,-33.035948,137.295813,30000,1967,8
Atriplex acutibractea subsp. acutibractea,-32.956483,139.973842,30000,1967,8
Atriplex incrassata,-27.546667,135.12,10000,1933,8
Atriplex quinii,-27.7,134.113333,1000,1962,8
Atriplex holocarpa,-26.333333,131.75,10000,1962,8
Atriplex lindleyi subsp. conduplicata,-26.05,139.85,30000,1960,8
Atriplex velutinella,-26.05,139.85,30000,1960,8
Atriplex spongiosa,-26.05,139.85,30000,1960,8
Atriplex vesicaria,-26.172017,139.967395,30000,1960,8
Atriplex lindleyi subsp. conduplicata,-26.132021,139.384345,30000,1960,8
Atriplex acutiloba,-26.36091,139.400457,10000,1960,8
Atriplex spongiosa,-26.133333,139.383333,30000,1960,8
Atriplex angulata,-26.36091,139.400457,30000,1960,8
Atriplex spongiosa,-26.131111,139.389722,1000,1960,8
Atriplex leptocarpa,-28.35,138.633333,1000,1960,8
Atriplex spongiosa,-28.376944,138.633333,1000,1960,8
Atriplex holocarpa,-28.348141,138.634091,1000,1960,8
Atriplex angulata,-29.125647,138.064658,30000,1960,8
Atriplex spongiosa,-28.640365,138.689093,1000,1960,8
Atriplex spongiosa,-26.72,139.79,30000,1960,8
Atriplex holocarpa,-30.28065,138.360498,1000,1960,8
Atriplex vesicaria,-33,136.6,1000,1999,9
Atriplex pumilio,-26.710077,139.484071,150,1999,9
Atriplex spongiosa,-27.715106,135.133004,10000,1998,9
Atriplex holocarpa,-28,134.9,10000,1998,9
Atriplex fissivalvis,-27.744,135.262,1000,1998,9
Atriplex spongiosa,-28.865945,134.878016,30000,1998,9
Atriplex paludosa subsp. cordata,-35.339554,139.562206,10000,1999,9
Atriplex vesicaria,-31.454444,129.988889,30000,1962,9
Atriplex holocarpa,-29.237038,137.906327,10000,1972,9
Atriplex vesicaria,-32.533333,139.55,30000,1972,9
Atriplex holocarpa,-30.718429,138.423001,10000,1972,9
Atriplex vesicaria,-33.016667,138,10000,1972,9
Atriplex vesicaria,-31.75,135.233333,1000,1972,9
Atriplex vesicaria,-31.745,135.240833,1000,1972,9
Atriplex vesicaria,-31.75,135.233333,1000,1972,9
Atriplex vesicaria,-31.297222,137.236667,10000,1972,9
Atriplex vesicaria,-31.297222,137.236667,10000,1972,9
Atriplex acutibractea subsp. acutibractea,-31.986517,134.851934,10000,1972,9
Atriplex vesicaria,-32.158333,135.07,1000,1972,9
Atriplex vesicaria,-31.75,132.2,10000,1972,9
Atriplex holocarpa,-30.280405,133.73776,1000,1971,9
Atriplex eichleri,-31.660377,138.609953,1000,1974,9
Atriplex lindleyi,-28.016667,134.066667,30000,1953,9
Atriplex macropterocarpa,-28.016667,134.066667,30000,1955,9
Atriplex lindleyi subsp. conduplicata,-28.016667,134.066667,10000,1953,9
Atriplex acutibractea subsp. acutibractea,-34.105382,139.439971,10000,1922,9
Atriplex vesicaria,-34.106667,139.438889,10000,1922,9
Atriplex vesicaria,-30.516667,132.65,10000,1926,9
Atriplex acutibractea subsp. acutibractea,-30.68,134.55,10000,1920,9
Atriplex vesicaria,-34.033333,140.833333,10000,1967,9
Atriplex nummularia,-34.025278,140.836389,30000,1967,9
Atriplex crassipes var. crassipes,-28.015392,134.067738,10000,1955,9
Atriplex pseudocampanulata,-28.016667,134.066667,30000,1954,9
Atriplex turbinata,-28.016667,134.066667,10000,1955,9
Atriplex crassipes var. crassipes,-28.015392,134.067738,10000,1955,9
Atriplex crassipes,-28.016667,134.066667,10000,1953,9
Atriplex crassipes,-28.016667,134.066667,10000,1953,9
Atriplex vesicaria,-28.016667,134.066667,30000,1955,9
Atriplex vesicaria,-28.016667,134.066667,30000,1953,9
Atriplex vesicaria,-28.016667,134.066667,30000,1953,9
Atriplex holocarpa,-28.016667,134.066667,10000,1953,9
Atriplex acutibractea subsp. acutibractea,-30.582314,138.978829,10000,1973,9
Atriplex lindleyi subsp. conduplicata,-30.482039,138.417722,10000,1971,9
Atriplex eardleyae,-34.105382,139.439971,10000,1971,9
Atriplex acutibractea subsp. acutibractea,-34.105382,139.439971,10000,1971,9
Atriplex eardleyae,-32.100651,139.299951,10000,1973,9
Atriplex vesicaria,-30.686944,134.177222,10000,1971,9
Atriplex vesicaria,-30.660278,133.95,1000,1971,9
Atriplex vesicaria,-30.667778,133.946111,1000,1971,9
Atriplex vesicaria,-32.3,139.433333,10000,1975,9
Atriplex vesicaria,-32.3,139.433333,10000,1975,9
Atriplex vesicaria,-30.483333,138.416667,10000,1953,9
Atriplex vesicaria,-30.711549,129.51196,1000,1950,9
Atriplex obconica,-27.577603,135.482445,10000,1977,9
Atriplex elachophylla,-26.166667,130.05,1000,1978,9
Atriplex holocarpa,-27.916667,135.8,10000,1953,9
Atriplex cinerea,-34.900949,138.492767,10000,1956,9
Atriplex lindleyi subsp. quadripartita,-30.518889,138.416667,1000,1956,9
Atriplex lindleyi,-34.7,139.55,1000,1977,9
Atriplex cinerea,-34.925405,137.083336,10000,1962,9
Atriplex paludosa subsp. cordata,-34.7,137.5,10000,1977,9
Atriplex quinii,-30.283333,135.916667,10000,1978,9
Atriplex holocarpa,-30.283333,135.916667,1000,1978,9
Atriplex incrassata,-26.286493,134.72272,1000,1962,9
Atriplex elachophylla,-26.075,129.425,1000,1978,9
Atriplex vesicaria,-29.333333,137.333333,125000,1966,9
Atriplex leptocarpa,-29.233333,137.9,30000,1963,9
Atriplex holocarpa,-29.2,137.9,10000,1963,9
Atriplex nummularia,-29.233333,137.9,30000,1963,9
Atriplex velutinella,-30.616667,140.216667,10000,1959,9
Atriplex velutinella,-30.616667,140.216667,10000,1959,9
Atriplex suberecta,-34.75,139.383333,1000,1980,9
Atriplex nummularia,-34.025278,140.836389,1000,1967,9
Atriplex nummularia,-30.783333,137.416667,1000,1968,9
Atriplex eardleyae,-32.8,134.2,10000,1923,9
Atriplex holocarpa,-26.666667,139.916667,30000,1926,9
Atriplex velutinella,-26.666667,139.916667,30000,1926,9
Atriplex vesicaria,-32.783333,137.366667,10000,1981,9
Atriplex vesicaria,-32.783333,137.366667,10000,1981,9
Atriplex paludosa subsp. cordata,-34.6,136.3,10000,1980,9
Atriplex paludosa subsp. cordata,-34.08,137.55,10000,1982,9
Atriplex nummularia,-26.75,139.4,10000,1982,9
Atriplex paludosa subsp. cordata,-33.765394,137.717762,10000,1982,9
Atriplex holocarpa,-31.35,138.55,1000,1971,9
Atriplex paludosa subsp. cordata,-34.52,136.25,1000,1980,9
Atriplex vesicaria,-33.283333,137.116667,1000,1981,9
Atriplex vesicaria,-32.883333,140.35,1000,1972,9
Atriplex vesicaria,-32.883333,140.35,1000,1972,9
Atriplex vesicaria,-32.883333,140.35,1000,1972,9
Atriplex obconica,-29.233333,136.65,10000,1945,9
Atriplex spongiosa,-29.75,137.516667,30000,1941,9
Atriplex spongiosa,-29.4,136.816667,10000,1930,9
Atriplex lindleyi subsp. conduplicata,-26.13,134.85,30000,1945,9
Atriplex holocarpa,-28.916667,136.333333,1000,1930,9
Atriplex holocarpa,-28.9,136.166667,10000,1930,9
Atriplex holocarpa,-29.65,137.7,10000,1941,9
Atriplex holocarpa,-30.825097,138.380226,10000,1956,9
Atriplex vesicaria,-30.833333,138.383333,10000,1950,9
Atriplex elachophylla,-26.3,132.133333,10000,1945,9
Atriplex angulata,-29.4,136.816667,10000,1930,9
Atriplex holocarpa,-29.4,136.816667,10000,1930,9
Atriplex angulata,-32.5,137.766667,10000,1926,9
Atriplex angulata,-32.35,138.033333,10000,1941,9
Atriplex fissivalvis,-29.483333,137.083333,10000,1945,9
Atriplex fissivalvis,-29.483333,137.083333,1000,1930,9
Atriplex limbata,-28.9,136.166667,10000,1930,9
Atriplex elachophylla,-26.133333,134.85,10000,1945,9
Atriplex vesicaria,-32.7,137.9,1000,1974,9
Atriplex vesicaria,-32.7,137.85,10000,1974,9
Atriplex paludosa subsp. cordata,-32.7,137.9,1000,1974,9
Atriplex vesicaria,-32.7,137.85,1000,1974,9
Atriplex vesicaria,-32.7,137.85,10000,1974,9
Atriplex holocarpa,-32.7,137.933333,1000,1974,9
Atriplex paludosa subsp. cordata,-32.7,137.9,10000,1974,9
Atriplex velutinella,-28.604244,140.273799,30000,1959,9
Atriplex velutinella,-30.216667,141,30000,1959,9
Atriplex limbata,-26.017355,129.605808,10000,1955,9
Atriplex lindleyi subsp. conduplicata,-28.772888,135.198846,1000,1966,9
Atriplex quinii,-27.966667,134.15,30000,1966,9
Atriplex holocarpa,-29.916667,136.183333,10000,1966,9
Atriplex velutinella,-30.616667,140.216667,30000,1959,9
Atriplex velutinella,-30.616667,140.216667,10000,1959,9
Atriplex holocarpa,-26.32,134.85,10000,1966,9
